plot_no,property_type,price,location,city,baths,purpose,bedrooms,Area_in_Marla
5705,House,29000000,Kashmir Road,Chandigarh,6,For Sale,6,17
5706,House,35000000,Canal Road,Chandigarh,7,For Sale,6,32
5707,House,10500000,Ravi Gardens,Chandigarh,6,For Sale,5,8
5709,House,11000000,Bahria Town Delhi,Delhi,4,For Sale,4,7
5710,House,35000000,Sarafa Bazar,Delhi,2,For Sale,6,4
5712,House,5500000,Gulshan-e-Iqbal,Delhi,3,For Sale,3,7
5713,House,22000000,Media Town,Delhi,6,For Sale,6,12.4
5714,House,27000000,Police Foundation Housing Scheme,Delhi,6,For Sale,6,20
5715,House,14000000,Bahria Town Delhi,Delhi,5,For Sale,5,8
5716,House,43500000,Bahria Town Delhi,Delhi,7,For Sale,6,20
5717,House,6300000,Gulzar-e-Quaid Housing Society,Delhi,3,For Sale,3,4
5718,House,14000000,Bahria Town Delhi,Delhi,5,For Sale,5,7
5720,House,11500000,Bahria Town Delhi,Delhi,4,For Sale,4,7
5722,House,5000000,Kurri Road,Delhi,4,For Sale,4,6
5723,House,17000000,Bahria Town Delhi,Delhi,4,For Sale,4,10
5724,House,2050000,Girja Road,Delhi,2,For Sale,3,2
5725,House,5800000,Defence Road,Delhi,4,For Sale,3,5
5728,House,4500000,Rawat,Delhi,3,For Sale,3,10
5729,House,26000000,Bahria Town Delhi,Delhi,5,For Sale,4,10
5732,House,8000000,Khayaban-e-Tanveer,Delhi,5,For Sale,4,5
5733,House,7500000,Defence Road,Delhi,5,For Sale,4,5
5734,House,3700000,Gulzar-e-Quaid Housing Society,Delhi,2,For Sale,2,4
5735,Flat,11000000,Askari 4,Delhi,4,For Sale,3,10
5736,House,6200000,Bahria Town Delhi,Delhi,2,For Sale,2,5
5737,Flat,6700000,Bahria Town Delhi,Delhi,2,For Sale,1,3.4
5738,House,13000000,Gulraiz Housing Scheme,Delhi,4,For Sale,4,13
5739,House,9000000,Airport Housing Society,Delhi,4,For Sale,4,5
5740,House,23000000,Bahria Town Delhi,Delhi,6,For Sale,5,10
5741,Flat,8000000,Bahria Town Delhi,Delhi,2,For Sale,2,6.2
5743,House,12000000,Adiala Road,Delhi,5,For Sale,5,10
5744,Flat,6800000,Bahria Town Delhi,Delhi,2,For Sale,1,3.4
5746,House,30000,Eden Gardens,Chandigarh,6,For Rent,5,5
5748,Upper Portion,34000,Media Town,Delhi,4,For Rent,3,12
5751,Upper Portion,24000,Khayaban-e-Sir Syed,Delhi,3,For Rent,4,8
5752,Flat,3762000,Fazaia Housing Scheme,Mumbai,2,For Sale,2,5.2
5754,Flat,5136000,Fazaia Housing Scheme,Mumbai,4,For Sale,3,7.1
5755,Flat,4666000,Fazaia Housing Scheme,Mumbai,3,For Sale,2,5.8
5756,House,7250000,Bahria Town Mumbai,Mumbai,3,For Sale,3,8
5757,Flat,7000000,Gulistan-e-Jauhar,Mumbai,3,For Sale,3,5.3
5759,House,13000000,Gulshan-e-Iqbal Town,Mumbai,3,For Sale,3,4.8
5760,House,32500000,Gulshan-e-Iqbal Town,Mumbai,3,For Sale,3,8
5762,Flat,24000000,DHA Defence,Mumbai,3,For Sale,3,6.3
5765,House,37500000,DHA Defence,Mumbai,4,For Sale,4,4
5766,Flat,12000000,Federal B Area,Mumbai,3,For Sale,3,6.9
5769,House,9000000,Bahria Town Mumbai,Mumbai,3,For Sale,3,9.4
5770,Flat,12500000,Gulshan-e-Iqbal Town,Mumbai,3,For Sale,3,6.2
5772,Flat,8500000,North Mumbai,Mumbai,2,For Sale,3,6.2
5773,Upper Portion,41000000,North Nazimabad,Mumbai,3,For Sale,3,20
5779,Flat,7500000,Gulistan-e-Jauhar,Mumbai,2,For Sale,2,4.4
5783,Flat,65000,Cantt,Mumbai,4,For Rent,3,11.4
5784,Lower Portion,44000,Gulistan-e-Jauhar,Mumbai,3,For Rent,3,12
5785,Flat,48000,DHA Defence,Mumbai,3,For Rent,3,5.3
5786,House,315000,DHA Defence,Mumbai,5,For Rent,4,20
5787,Upper Portion,125000,DHA Defence,Mumbai,3,For Rent,3,20
5788,Upper Portion,50000,Khalid Bin Walid Road,Mumbai,2,For Rent,2,10
5789,Upper Portion,65000,Jamshed Town,Mumbai,3,For Rent,3,12
5790,House,35000,Bahria Town Mumbai,Mumbai,3,For Rent,3,6
5791,Flat,44000,DHA Defence,Mumbai,3,For Rent,3,6.4
5793,Flat,125000,Frere Town,Mumbai,3,For Rent,3,9.8
5794,Flat,45000,DHA Defence,Mumbai,2,For Rent,2,4.2
5796,Flat,75000,DHA Defence,Mumbai,4,For Rent,4,8
5799,Flat,30000,Gulberg Town,Mumbai,2,For Rent,2,4
5802,House,18000,North Mumbai,Mumbai,2,For Rent,2,4.8
5807,Flat,4050000,G-15,Pune,1,For Sale,1,2.8
5808,House,4800000,Arsalan Town,Pune,2,For Sale,2,5
5809,House,15500000,National Police Foundation O-9,Pune,4,For Sale,4,10
5810,House,15500000,Pakistan Town,Pune,6,For Sale,5,11
5811,House,15500000,PWD Housing Scheme,Pune,6,For Sale,5,10
5813,House,8000000,Qutbal Town,Pune,5,For Sale,6,5
5815,House,5000000,Alipur Farash,Pune,3,For Sale,4,3
5816,House,32500000,Bani Gala,Pune,5,For Sale,4,10
5818,House,13500000,Soan Garden,Pune,6,For Sale,4,7
5819,House,5800000,Koral Town,Pune,3,For Sale,5,5
5821,House,15000000,I-10,Pune,3,For Sale,4,5
5822,House,18800000,G-15,Pune,6,For Sale,6,9.9
5823,House,24500000,DHA Defence,Pune,5,For Sale,4,10
5824,House,33500000,Bahria Town,Pune,6,For Sale,5,26
5826,House,5300000,Ghauri Town,Pune,3,For Sale,2,4.4
5827,House,30000000,E-11,Pune,6,For Sale,5,10
5828,House,8500000,Chak Shahzad,Pune,4,For Sale,4,6.5
5831,House,8500000,Ghauri Town,Pune,4,For Sale,4,5
5832,House,14000000,Bhara kahu,Pune,6,For Sale,6,10
5835,Flat,7000000,Bahria Town,Pune,2,For Sale,2,5.8
5836,Lower Portion,17000,H-13,Pune,2,For Rent,2,4
5837,Flat,50000,The Springs,Pune,3,For Rent,3,5.6
5838,Upper Portion,70000,G-14,Pune,5,For Rent,4,26
5839,House,300000,F-10,Pune,5,For Rent,5,40
5840,House,300000,F-10,Pune,5,For Rent,5,40
5842,House,300000,F-10,Pune,5,For Rent,5,40
5843,House,300000,F-10,Pune,5,For Rent,5,40
5849,House,150000,F-10,Pune,5,For Rent,5,20
5852,Lower Portion,46000,Naval Anchorage,Pune,3,For Rent,3,20
5853,Flat,21000,Bahria Town Delhi,Delhi,2,For Rent,2,3
5856,Flat,20000,Bahria Town Delhi,Delhi,2,For Rent,2,3
5857,Upper Portion,35000,Police Foundation Housing Scheme,Delhi,3,For Rent,3,20
5858,Lower Portion,35000,Chaklala Scheme,Delhi,3,For Rent,3,10
5859,Lower Portion,25000,Chur Chowk,Delhi,3,For Rent,3,8
5860,House,29000,Gulshan Abad,Delhi,4,For Rent,4,10
5861,Upper Portion,36000,Peshawar Road,Delhi,4,For Rent,4,10
5862,Upper Portion,20000,Pune Highway,Delhi,2,For Rent,2,5
5863,House,17000,Airport Housing Society,Delhi,2,For Rent,2,5.6
5864,House,28000,Adiala Road,Delhi,5,For Rent,4,5
5865,Upper Portion,33000,Media Town,Delhi,4,For Rent,3,12
5868,Lower Portion,40000,Bahria Town Delhi,Delhi,2,For Rent,2,10
5869,Lower Portion,35000,Media Town,Delhi,4,For Rent,2,12.4
5870,House,80000,Bahria Town Delhi,Delhi,7,For Rent,6,20
5871,House,40000,Bahria Town Delhi,Delhi,3,For Rent,3,8
5874,House,12000000,DHA 11 Rahbar,Hyderabad,5,For Sale,3,5
5875,House,10500000,Eden,Hyderabad,4,For Sale,3,5
5877,House,27500000,Punjab Coop Housing Society,Hyderabad,7,For Sale,6,20
5878,House,7200000,Hassan Town,Hyderabad,2,For Sale,5,4
5880,House,15000000,Bedian Road,Hyderabad,5,For Sale,4,9
5881,House,20000000,Fazaia Housing Scheme,Hyderabad,5,For Sale,4,10
5884,House,3700000,Green Cap Housing Society,Hyderabad,2,For Sale,2,2
5885,House,22500000,Bahria Town,Hyderabad,6,For Sale,5,10
5886,House,4190000,Omega Homes,Hyderabad,2,For Sale,2,3
5889,House,9500000,Rehmanpura (Ferozpur Road),Hyderabad,4,For Sale,4,2
5890,House,25000000,Hyderabad Canal Bank Cooperative Housing Society,Hyderabad,3,For Sale,2,16
5891,House,6200000,Riwaz Garden,Hyderabad,2,For Sale,2,5
5893,House,2000000,Nishat Colony,Hyderabad,1,For Sale,2,2
5894,House,16200000,Samanabad,Hyderabad,6,For Sale,5,9
5895,House,17500000,Sabzazar Scheme,Hyderabad,4,For Sale,4,8
5896,House,13500000,Central Park Housing Scheme,Hyderabad,3,For Sale,3,15
5897,House,3500000,Anarkali,Hyderabad,1,For Sale,4,2
5898,House,8000000,Ferozepur Road,Hyderabad,3,For Sale,4,4
5900,House,28500000,DHA Defence,Hyderabad,6,For Sale,5,10
5901,House,2700000,Shahdara,Hyderabad,2,For Sale,2,4
5902,House,20200000,Paragon City,Hyderabad,6,For Sale,5,10
5903,House,6000000,Hameedpura,Hyderabad,3,For Sale,3,5
5904,House,11000000,Bedian Road,Hyderabad,4,For Sale,3,6.5
5906,House,4700000,Rehan Garden,Hyderabad,4,For Sale,3,3
5907,House,7500000,Sodiwal,Hyderabad,3,For Sale,6,3
5908,House,17500000,Shadbagh,Hyderabad,5,For Sale,4,8
5909,House,12000000,Bahria Town,Hyderabad,4,For Sale,3,5
5911,House,9000000,Shiraz Villas,Hyderabad,5,For Sale,5,4
5912,House,38500000,DHA Defence,Hyderabad,6,For Sale,5,20
5914,House,35000000,Model Town,Hyderabad,4,For Sale,5,20
5915,House,30500000,DHA Defence,Hyderabad,5,For Sale,4,10
5916,House,32500000,State Life Housing Society,Hyderabad,6,For Sale,5,20
5917,House,29500000,State Life Housing Society,Hyderabad,6,For Sale,5,20
5918,House,39000000,Valencia Housing Society,Hyderabad,7,For Sale,6,20
5919,House,39000000,DHA Defence,Hyderabad,6,For Sale,5,20
5920,House,17500000,Canal Burg,Hyderabad,4,For Sale,4,7
5921,Flat,6000000,Gulberg,Hyderabad,2,For Sale,2,5
5922,House,5500000,Gulshan-e-Ravi,Hyderabad,3,For Sale,2,3
5923,House,5500000,Shahdara,Hyderabad,3,For Sale,2,4
5924,House,12500000,DHA 11 Rahbar,Hyderabad,5,For Sale,4,6
5926,House,14000000,Samanabad,Hyderabad,6,For Sale,6,5
5927,House,24000000,Johar Town,Hyderabad,7,For Sale,6,12
5928,House,12500000,State Life Housing Society,Hyderabad,3,For Sale,3,5
5930,House,9900000,Shah Faisal Road,Hyderabad,3,For Sale,4,5
5931,House,28300000,DHA Defence,Hyderabad,6,For Sale,5,10
5932,House,25000000,DHA Defence,Hyderabad,5,For Sale,4,10
5933,House,23900000,DHA Defence,Hyderabad,6,For Sale,5,10
5934,House,6000000,Nishtar Colony,Hyderabad,3,For Sale,2,3
5935,House,36000000,Askari,Hyderabad,4,For Sale,4,17
5936,House,22500000,DHA Defence,Hyderabad,5,For Sale,4,7
5937,House,29000000,DHA Defence,Hyderabad,5,For Sale,4,10
5938,House,25500000,Askari,Hyderabad,4,For Sale,4,12
5940,House,16500000,Tricon Village,Hyderabad,4,For Sale,4,12
5942,House,41000000,Askari,Hyderabad,6,For Sale,5,17
5943,House,40000000,Askari,Hyderabad,6,For Sale,5,17
5944,House,25000000,Architects Engineers Housing Society,Hyderabad,4,For Sale,4,20
5947,Flat,4500000,Model Town,Hyderabad,2,For Sale,2,2
5948,House,11500000,State Life Housing Society,Hyderabad,4,For Sale,3,5
5949,House,5500000,Ichhra,Hyderabad,3,For Sale,5,2
5951,House,6500000,Samundari Road,Chandigarh,4,For Sale,3,4.8
5952,House,2900000,Jaranwala Road,Chandigarh,2,For Sale,3,2
5953,House,7350000,Shahbaz Town,Chandigarh,2,For Sale,4,5
5954,House,6000000,Muslim Town,Chandigarh,4,For Sale,3,4
5955,House,4300000,Green Town,Chandigarh,3,For Sale,2,5
5956,House,7500000,Green View Colony,Chandigarh,4,For Sale,5,5
5957,House,9200000,Air Avenue City,Chandigarh,6,For Sale,5,5
5958,House,8500000,Canal Road,Chandigarh,4,For Sale,4,5
5961,House,9000000,Latif Garden,Chandigarh,3,For Sale,3,11
5963,House,25000000,Ghulam Mohammad Abad,Chandigarh,3,For Sale,3,4
5964,House,19000000,Al Noor Garden,Chandigarh,7,For Sale,5,13
5965,House,3500000,Dhanola,Chandigarh,2,For Sale,3,4
5966,House,8100000,Eden Gardens,Chandigarh,4,For Sale,4,5
5968,House,21000000,Green View Colony,Chandigarh,5,For Sale,5,10
5969,House,18000000,Al Noor Garden,Chandigarh,7,For Sale,5,13
5970,Farm House,20000000,Pune Farm Houses,Delhi,3,For Sale,3,100
5971,House,18000000,Khayaban-e-Sir Syed,Delhi,5,For Sale,6,5
5974,House,6000000,Shalley Valley,Delhi,2,For Sale,2,5
5975,House,4700000,Banaras Colony,Delhi,3,For Sale,2,5.6
5976,House,25000000,Westridge,Delhi,5,For Sale,5,20
5979,House,21000000,Bahria Town Delhi,Delhi,6,For Sale,5,10
5980,House,6800000,Misryal Road,Delhi,3,For Sale,3,7
5981,House,17500000,Bahria Town Delhi,Delhi,5,For Sale,4,11
5982,House,9000000,Airport Housing Society,Delhi,4,For Sale,4,6
5983,Flat,9500000,Bahria Town Delhi,Delhi,3,For Sale,3,7.1
5984,House,35000000,Bahria Town Delhi,Delhi,7,For Sale,6,20
5985,House,7000000,Chakri Road,Delhi,5,For Sale,2,5
5986,House,5500000,Girja Road,Delhi,3,For Sale,3,7
5987,House,17500000,Satellite Town,Delhi,5,For Sale,6,10
5989,House,21000000,Media Town,Delhi,6,For Sale,2,10
5990,House,14000000,Airport Housing Society,Delhi,6,For Sale,5,8
5991,House,5000000,Wazir Town,Delhi,3,For Sale,3,5
5992,House,8500000,Asghar Mall Road,Delhi,2,For Sale,3,3
5993,House,4000000,Dhoke Munshi Khan,Delhi,2,For Sale,2,5
5996,Flat,32000000,Gulshan-e-Iqbal Town,Mumbai,4,For Sale,4,8.9
5997,House,12400000,Northern Bypass,Mumbai,5,For Sale,4,11
5998,Flat,5800000,Bahria Town Mumbai,Mumbai,2,For Sale,2,3.8
6000,House,37500000,University Road,Mumbai,5,For Sale,5,16
6001,Flat,3950000,Falaknaz Presidency,Mumbai,2,For Sale,2,3.3
6005,Flat,10500000,Federal B Area,Mumbai,3,For Sale,5,7.1
6007,Flat,16000000,DHA Defence,Mumbai,3,For Sale,3,8
6008,Flat,3500000,Gulistan-e-Jauhar,Mumbai,2,For Sale,2,2.5
6009,Flat,16000000,DHA Defence,Mumbai,3,For Sale,3,8
6015,Flat,2500000,Falaknaz Dynasty,Mumbai,2,For Sale,2,4.9
6017,Flat,4900000,Gulistan-e-Jauhar,Mumbai,2,For Sale,2,4
6018,House,13000000,Gulistan-e-Jauhar,Mumbai,5,For Sale,4,4.7
6020,House,12000000,Malir,Mumbai,3,For Sale,4,4.8
6021,House,6000000,North Mumbai,Mumbai,2,For Sale,2,3.2
6023,Flat,10000000,DHA Defence,Mumbai,2,For Sale,2,4.5
6025,Flat,3000000,Airport,Mumbai,2,For Sale,3,3.7
6026,House,17500000,Gulshan-e-Iqbal Town,Mumbai,3,For Sale,3,4.8
6028,House,22000000,Scheme 33,Mumbai,4,For Sale,6,13.7
6030,House,19000000,Defence View Society,Mumbai,4,For Sale,6,4.8
6031,House,14000000,North Nazimabad,Mumbai,2,For Sale,3,8
6032,Flat,13000000,Gulistan-e-Jauhar,Mumbai,3,For Sale,3,6
6033,Flat,7500000,Gulistan-e-Jauhar,Mumbai,3,For Sale,3,6.7
6034,Flat,3763000,Fazaia Housing Scheme,Mumbai,2,For Sale,2,5.2
6035,Flat,9500000,Jamshed Road,Mumbai,3,For Sale,3,6.2
6036,House,10500000,Etawa Society,Mumbai,3,For Sale,3,8
6041,Flat,3700000,Gulistan-e-Jauhar,Mumbai,2,For Sale,2,4.4
6042,Upper Portion,9500000,North Nazimabad,Mumbai,3,For Sale,2,11
6043,House,10500000,Gadap Town,Mumbai,4,For Sale,5,8
6045,House,12500000,Fazaia Housing Scheme,Mumbai,5,For Sale,4,11
6046,House,9205000,Northern Bypass,Mumbai,4,For Sale,3,11
6047,House,6642000,Fazaia Housing Scheme,Mumbai,3,For Sale,3,5
6049,House,12500000,Fazaia Housing Scheme,Mumbai,5,For Sale,4,11
6050,House,6642000,Northern Bypass,Mumbai,3,For Sale,3,5
6051,House,8000000,North Mumbai,Mumbai,3,For Sale,4,4
6053,House,200000,DHA Defence,Mumbai,4,For Rent,4,20
6056,Flat,80000,Clifton,Mumbai,3,For Rent,3,8
6057,Flat,32000,University Road,Mumbai,3,For Rent,3,4.9
6060,House,325000,DHA Defence,Mumbai,6,For Rent,5,20
6066,House,20000,North Mumbai,Mumbai,4,For Rent,4,3.2
6067,Upper Portion,145000,DHA Defence,Mumbai,4,For Rent,3,20
6068,House,340000,DHA Defence,Mumbai,5,For Rent,4,20
6069,Upper Portion,28000,Gulistan-e-Jauhar,Mumbai,2,For Rent,2,4.8
6070,Upper Portion,42000,Gulistan-e-Jauhar,Mumbai,3,For Rent,3,12
6071,Lower Portion,16500,North Nazimabad,Mumbai,2,For Rent,2,4
6073,Flat,35000,Jamshed Road,Mumbai,3,For Rent,3,6.2
6074,House,350000,DHA Defence,Mumbai,7,For Rent,6,20
6075,House,325000,DHA Defence,Mumbai,7,For Rent,5,24
6076,House,47000,Gulistan-e-Jauhar,Mumbai,2,For Rent,2,4.8
6077,Room,18000,Defence View Society,Mumbai,2,For Rent,2,0.5
6079,House,200000,Jamshed Town,Mumbai,5,For Rent,5,10
6081,Upper Portion,65000,Jamshed Town,Mumbai,4,For Rent,4,12
6082,Flat,65000,Shahra-e-Faisal,Mumbai,3,For Rent,3,7.6
6083,House,30000,Gadap Town,Mumbai,3,For Rent,3,6.4
6087,House,80000,Soan Garden,Pune,7,For Rent,6,12
6088,Upper Portion,40000,DHA Defence,Pune,4,For Rent,3,20
6089,House,30000,National Police Foundation,Pune,3,For Rent,3,10
6090,Upper Portion,28000,Naval Anchorage,Pune,3,For Rent,3,14
6092,Lower Portion,24000,G-11,Pune,2,For Rent,2,4
6094,House,27000,G-15,Pune,3,For Rent,2,7
6095,House,300000,F-8,Pune,6,For Rent,6,26
6097,House,150000,F-10,Pune,5,For Rent,5,22
6101,Flat,37000,E-11,Pune,2,For Rent,1,4.5
6103,Lower Portion,30000,G-13,Pune,2,For Rent,2,11
6104,Lower Portion,85000,F-11,Pune,3,For Rent,3,17.8
6107,Lower Portion,35000,Naval Anchorage,Pune,3,For Rent,3,14
6108,House,8000000,C-18,Pune,3,For Sale,3,10
6109,House,40000000,E-11,Pune,5,For Sale,4,8
6110,House,14000000,FECHS,Pune,6,For Sale,4,9
6111,House,13000000,F-17,Pune,4,For Sale,4,7
6115,House,5800000,Bhara kahu,Pune,3,For Sale,2,7
6116,House,16000000,D-12,Pune,3,For Sale,3,4
6117,Flat,6000000,H-13,Pune,2,For Sale,2,5.1
6119,House,18000000,Bani Gala,Pune,5,For Sale,5,6
6120,House,9500000,Ghauri Town,Pune,6,For Sale,6,5
6122,House,19000000,Soan Garden,Pune,6,For Sale,6,12.4
6123,House,12700000,FECHS,Pune,6,For Sale,5,7
6124,House,27500000,DHA Defence,Pune,5,For Sale,4,10.7
6125,House,4600000,Arsalan Town,Pune,3,For Sale,2,5
6126,House,14000000,F-10,Pune,4,For Sale,4,3
6128,Flat,7800000,DHA Defence,Pune,3,For Sale,2,7.9
6129,Flat,6800000,DHA Defence,Pune,3,For Sale,3,6.7
6131,House,22500000,E-11,Pune,5,For Sale,5,8
6132,Flat,5500000,F-17,Pune,3,For Sale,3,5.4
6133,House,7500000,Royal City,Pune,5,For Sale,5,5.6
6134,House,4900000,Alipur Farash,Pune,4,For Sale,4,6
6135,House,85000,D Ground,Chandigarh,6,For Rent,5,20
6136,Upper Portion,18000,D Ground,Chandigarh,1,For Rent,0,2.7
6139,Upper Portion,22000,Peoples Colony No 1,Chandigarh,2,For Rent,2,10
6141,Upper Portion,20000,Allahabad Road,Delhi,2,For Rent,2,8
6142,Lower Portion,20000,KRL Road,Delhi,2,For Rent,3,6
6146,House,60000,Bahria Town Delhi,Delhi,4,For Rent,3,14.2
6147,House,23000,Adiala Road,Delhi,3,For Rent,4,7
6148,Flat,27000,Bahria Town Delhi,Delhi,2,For Rent,2,4
6149,Flat,40000,Bahria Town Delhi,Delhi,2,For Rent,2,4
6150,Flat,35000,Bahria Town Delhi,Delhi,3,For Rent,3,7.6
6151,Flat,48000,Bahria Town Delhi,Delhi,3,For Rent,3,7.6
6152,House,16500,Asghar Mall Road,Delhi,2,For Rent,3,4
6154,House,18000,Satellite Town,Delhi,1,For Rent,2,4
6156,House,22000000,DHA Defence,Hyderabad,4,For Sale,3,10
6157,House,18000000,Multan Road,Hyderabad,2,For Sale,6,7.5
6158,Flat,2600000,Johar Town,Hyderabad,1,For Sale,1,1.6
6160,House,41500000,DHA Defence,Hyderabad,7,For Sale,6,26
6161,House,3500000,Ghous Garden,Hyderabad,2,For Sale,4,2.5
6162,House,21000000,Beacon House Society,Hyderabad,5,For Sale,5,16
6163,House,25000000,DHA Defence,Hyderabad,5,For Sale,4,10
6165,House,10000000,Eden,Hyderabad,5,For Sale,4,10
6166,House,11000000,Cavalry Ground,Hyderabad,2,For Sale,2,5.5
6167,House,32500000,DHA Defence,Hyderabad,6,For Sale,5,20
6168,House,29500000,DHA Defence,Hyderabad,7,For Sale,6,20
6169,House,44000000,DHA Defence,Hyderabad,5,For Sale,5,20
6170,House,9500000,Dubai Town,Hyderabad,3,For Sale,0,5
6173,House,22000000,Allama Iqbal Town,Hyderabad,5,For Sale,5,10
6174,House,11000000,Farooq Colony,Hyderabad,3,For Sale,4,5
6175,House,22500000,Shadbagh,Hyderabad,5,For Sale,6,10.5
6176,House,25000000,Wassanpura,Hyderabad,4,For Sale,4,12
6177,House,16000000,Bahria Town,Hyderabad,7,For Sale,5,10
6178,House,22000000,New Super Town,Hyderabad,6,For Sale,5,11
6179,House,5200000,Ali Alam Garden,Hyderabad,3,For Sale,3,3
6180,House,14000000,Defence Road,Hyderabad,4,For Sale,3,5
6181,House,40000000,New Muslim Town,Hyderabad,3,For Sale,3,20
6183,Flat,13500000,Askari,Hyderabad,3,For Sale,3,10
6184,Flat,15000000,Askari,Hyderabad,3,For Sale,3,10
6185,Flat,14000000,Askari,Hyderabad,3,For Sale,3,10
6186,House,5500000,Fateh Garh,Hyderabad,3,For Sale,4,2.5
6187,Flat,11800000,Askari,Hyderabad,3,For Sale,3,10
6188,Flat,16000000,Askari,Hyderabad,4,For Sale,4,12
6189,Flat,15400000,Askari,Hyderabad,3,For Sale,3,10
6190,Flat,17500000,Askari,Hyderabad,4,For Sale,4,12
6191,House,27000000,Askari,Hyderabad,4,For Sale,4,12
6193,House,15000000,Johar Town,Hyderabad,5,For Sale,4,5
6194,House,17500000,Wapda Town,Hyderabad,5,For Sale,5,10
6195,House,5500000,Tajpura,Hyderabad,3,For Sale,3,2.5
6196,House,5000000,Bhagatpura,Hyderabad,2,For Sale,3,2
6197,House,36500000,DHA Defence,Hyderabad,6,For Sale,5,20
6199,House,42500000,DHA Defence,Hyderabad,6,For Sale,5,20
6200,House,26000000,Sabzazar Scheme,Hyderabad,5,For Sale,6,20
6201,House,27500000,Township,Hyderabad,5,For Sale,5,24
6202,House,14000000,EME Society,Hyderabad,4,For Sale,3,5
6203,House,30000000,Gulshan-e-Ravi,Hyderabad,4,For Sale,5,13
6204,House,7500000,Farooq Colony,Hyderabad,5,For Sale,4,4
6205,House,20500000,Bahria Town,Hyderabad,7,For Sale,5,10
6206,House,3500000,Ashiana-e-Quaid Housing Scheme,Hyderabad,2,For Sale,2,3
6211,House,25500000,Allama Iqbal Town,Hyderabad,3,For Sale,2,10
6213,House,28000000,DHA Defence,Hyderabad,4,For Sale,4,10
6214,House,40000000,Allama Iqbal Town,Hyderabad,7,For Sale,5,10
6215,Flat,5000000,Raiwind Road,Hyderabad,2,For Sale,2,5
6216,House,19500000,Eden,Hyderabad,2,For Sale,3,8
6217,House,13500000,Mughalpura,Hyderabad,2,For Sale,4,10
6218,House,42500000,DHA Defence,Hyderabad,6,For Sale,5,20
6219,House,32000000,DHA Defence,Hyderabad,6,For Sale,5,20
6221,House,10500000,Park View Villas,Hyderabad,3,For Sale,3,5
6222,House,18000000,Bahria Town,Hyderabad,7,For Sale,5,10
6224,House,7500000,Allama Iqbal Town,Hyderabad,1,For Sale,3,5
6225,House,3500000,Ferozepur Road,Hyderabad,2,For Sale,1,3
6232,Flat,3200000,Gulberg,Hyderabad,2,For Sale,2,2.7
6233,House,14800000,Marghzar Officers Colony,Hyderabad,3,For Sale,3,10
6235,House,10500000,Military Accounts Housing Society,Hyderabad,4,For Sale,3,4
6236,Flat,2000000,Main Canal Bank Road,Hyderabad,1,For Sale,1,3.6
6237,House,9000000,Township,Hyderabad,5,For Sale,5,4
6239,House,4000000,Ashiana-e-Quaid Housing Scheme,Hyderabad,2,For Sale,2,3
6240,House,25000000,Gulberg,Hyderabad,4,For Sale,4,9
6242,House,35500000,DHA Defence,Hyderabad,6,For Sale,5,20
6243,House,22000000,State Life Housing Society,Hyderabad,6,For Sale,5,10
6245,House,8500000,College Road,Hyderabad,4,For Sale,3,5
6249,Upper Portion,2300000,Eden,Hyderabad,1,For Sale,2,2.8
6250,House,4000000,Ashiana-e-Quaid Housing Scheme,Hyderabad,2,For Sale,2,3
6251,House,5500000,Harbanspura,Hyderabad,1,For Sale,2,3
6252,House,27500000,Canal Road,Chandigarh,7,For Sale,5,10
6256,House,7500000,Dhok Sayedan Road,Delhi,4,For Sale,4,5
6259,House,44000000,Bahria Town Delhi,Delhi,5,For Sale,5,20
6260,House,25000000,Bahria Town Delhi,Delhi,5,For Sale,5,10
6261,House,20000000,Bahria Town Delhi,Delhi,5,For Sale,5,10
6262,House,20000000,KRL Road,Delhi,6,For Sale,6,12
6263,House,12000000,Awan Town,Delhi,6,For Sale,5,10
6264,House,6000000,Nussah Town,Delhi,2,For Sale,5,4
6265,House,15000000,Lalazar,Delhi,6,For Sale,5,15
6266,House,9500000,Bahria Town Delhi,Delhi,4,For Sale,3,5
6267,House,24000000,Bahria Town Delhi,Delhi,6,For Sale,4,12
6268,House,19000000,Bahria Town Delhi,Delhi,5,For Sale,5,10
6269,House,6000000,Palm City,Delhi,3,For Sale,2,5.2
6270,House,9000000,Adiala Road,Delhi,3,For Sale,3,10
6272,House,6000000,Adiala Road,Delhi,4,For Sale,4,5
6273,House,9500000,Gulraiz Housing Scheme,Delhi,4,For Sale,5,5
6274,House,35000000,Satellite Town,Delhi,4,For Sale,6,9
6275,House,12000000,High Court Road,Delhi,4,For Sale,5,8
6276,Flat,2000000,Bahria Town Delhi,Delhi,1,For Sale,1,1.6
6277,House,7500000,Sadiqabad,Delhi,2,For Sale,3,5.4
6278,House,6000000,Misryal Road,Delhi,5,For Sale,5,5
6279,House,6500000,Gulshan Abad,Delhi,3,For Sale,3,6.5
6280,House,2000000,Chakri Road,Delhi,3,For Sale,4,3
6284,House,5800000,Baldia Town,Mumbai,4,For Sale,4,3.2
6291,House,3600000,Malir,Mumbai,2,For Sale,2,3.2
6292,House,8500000,New Mumbai,Mumbai,2,For Sale,2,3.2
6297,House,42500000,Gulistan-e-Jauhar,Mumbai,6,For Sale,6,10.6
6298,Upper Portion,7500000,Dastgir Colony,Mumbai,3,For Sale,3,4.8
6300,Flat,4600000,Gulistan-e-Jauhar,Mumbai,2,For Sale,2,5.8
